block,timestamp,virtual_price,xcp_profit,price_scale,price_oracle,donation_shares,totalSupply,last_donation_release_ts,donation_protection_expiry_ts,balances_0,balances_1,D
23477502,1759255787,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121195041,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477503,1759255799,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121187454,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477504,1759255811,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121179866,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477505,1759255823,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121172279,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477506,1759255835,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121164944,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477507,1759255847,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121157610,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477508,1759255859,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121150275,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477509,1759255871,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121143194,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477510,1759255883,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121136112,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477511,1759255895,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121129284,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477512,1759255907,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121122455,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477513,1759255919,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121115879,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
